time(second),IR,RED,,,,,,,,,
43.86,217165,225749,,,,,,,,,
43.88,217003,225430,,,,,,,,,
43.9,216952,225116,,,,,,,,,
43.92,216821,224823,,,,,,,,,
43.94,216721,224615,,,,,,,,,
43.96,216751,224357,,,,,,,,,
43.98,216612,224146,,,,,,,,,
44,216558,224024,,,,,,,,,
44.02,216601,223858,,,,,,,,,
44.04,216418,223835,,,,,,,,,
44.06,216496,223850,,,,,,,,,
44.08,216456,223942,,,,,,,,,
44.1,216557,224020,,,,,,,,,
44.12,216478,224066,,,,,,,,,
44.14,216593,224086,,,,,,,,,
44.16,216504,224119,,,,,,,,,
44.18,216604,224132,,,,,,,,,
44.2,216542,224186,,,,,,,,,
44.22,216639,224242,,,,,,,,,
44.24,216590,224287,,,,,,,,,
44.26,216682,224354,,,,,,,,,
44.28,216789,224362,,,,,,,,,
44.3,216645,224623,,,,,,,,,
44.32,216890,224595,,,,,,,,,
44.34,216763,224657,,,,,,,,,
44.36,216856,224666,,,,,,,,,
44.38,216823,224812,,,,,,,,,
44.4,216862,224850,,,,,,,,,
44.42,217033,224939,,,,,,,,,
44.44,216884,224978,,,,,,,,,
44.46,216948,225087,,,,,,,,,
44.48,216948,225181,,,,,,,,,
44.5,216908,225193,,,,,,,,,
44.52,217031,225324,,,,,,,,,
44.54,217065,225444,,,,,,,,,
44.56,217012,225485,,,,,,,,,
44.58,217107,225576,,,,,,,,,
44.6,217136,225682,,,,,,,,,
44.62,217092,225724,,,,,,,,,
44.64,217191,225835,,,,,,,,,
44.66,217202,225925,,,,,,,,,
44.68,217163,225992,,,,,,,,,
44.7,217285,226053,,,,,,,,,
44.72,217309,226142,,,,,,,,,
44.74,217239,226232,,,,,,,,,
44.76,217318,226291,,,,,,,,,
44.78,217371,226390,,,,,,,,,
44.8,217351,226484,,,,,,,,,
44.82,217410,226531,,,,,,,,,
44.84,217502,226605,,,,,,,,,
44.86,217380,226560,,,,,,,,,
44.88,217388,226304,,,,,,,,,
44.9,217434,225944,,,,,,,,,
44.92,217135,225563,,,,,,,,,
44.94,217020,225324,,,,,,,,,
44.96,217064,224880,,,,,,,,,
44.98,216758,224660,,,,,,,,,
45,216761,224386,,,,,,,,,
45.02,216749,224204,,,,,,,,,
45.04,216576,224040,,,,,,,,,
45.06,216597,223858,,,,,,,,,
45.08,216608,223781,,,,,,,,,
45.1,216557,223784,,,,,,,,,
45.12,216574,223856,,,,,,,,,
45.14,216605,223938,,,,,,,,,
45.16,216621,223983,,,,,,,,,
45.18,216654,224018,,,,,,,,,
45.2,216653,224025,,,,,,,,,
45.22,216688,224031,,,,,,,,,
45.24,216676,224100,,,,,,,,,
45.26,216686,224077,,,,,,,,,
45.28,216858,224190,,,,,,,,,
45.3,216669,224323,,,,,,,,,
45.32,216877,224290,,,,,,,,,
45.34,216742,224340,,,,,,,,,
45.36,216825,224459,,,,,,,,,
45.38,216743,224553,,,,,,,,,
45.4,216877,224585,,,,,,,,,
45.42,216882,224618,,,,,,,,,
45.44,216872,224825,,,,,,,,,
45.46,217051,224827,,,,,,,,,
45.48,216900,224915,,,,,,,,,
45.5,216990,224946,,,,,,,,,
45.52,217046,225043,,,,,,,,,
45.54,216990,225102,,,,,,,,,
45.56,217084,225176,,,,,,,,,
45.58,217088,225223,,,,,,,,,
45.6,217154,225364,,,,,,,,,
45.62,217212,225431,,,,,,,,,
45.64,217196,225519,,,,,,,,,
45.66,217184,225705,,,,,,,,,
45.68,217337,225645,,,,,,,,,
45.7,217213,225764,,,,,,,,,
45.72,217240,225953,,,,,,,,,
45.74,217434,225862,,,,,,,,,
45.76,217288,225988,,,,,,,,,
45.78,217317,226200,,,,,,,,,
45.8,217498,226145,,,,,,,,,
45.82,217338,226247,,,,,,,,,
45.84,217423,226261,,,,,,,,,
45.86,217537,226368,,,,,,,,,
45.88,217392,226278,,,,,,,,,
45.9,217375,226017,,,,,,,,,
45.92,217323,225683,,,,,,,,,
45.94,217095,225310,,,,,,,,,
45.96,217015,224867,,,,,,,,,
45.98,217054,224632,,,,,,,,,
46,216758,224392,,,,,,,,,
46.02,216740,224114,,,,,,,,,
46.04,216727,223943,,,,,,,,,
46.06,216517,223794,,,,,,,,,
46.08,216544,223600,,,,,,,,,
46.1,216697,223515,,,,,,,,,
46.12,216473,223529,,,,,,,,,
46.14,216712,223617,,,,,,,,,
46.16,216538,223727,,,,,,,,,
46.18,216766,223709,,,,,,,,,
46.2,216567,223735,,,,,,,,,
46.22,216768,223756,,,,,,,,,
46.24,216586,223828,,,,,,,,,
46.26,216821,223843,,,,,,,,,
46.28,216604,224036,,,,,,,,,
46.3,216832,224002,,,,,,,,,
46.32,216682,224027,,,,,,,,,
46.34,216775,224142,,,,,,,,,
46.36,216680,224228,,,,,,,,,
46.38,216826,224282,,,,,,,,,
46.4,216805,224365,,,,,,,,,
46.42,216832,224375,,,,,,,,,
46.44,216986,224518,,,,,,,,,
46.46,216878,224578,,,,,,,,,
46.48,216949,224665,,,,,,,,,
46.5,216916,224673,,,,,,,,,
46.52,216960,224848,,,,,,,,,
46.54,217072,224829,,,,,,,,,
46.56,217029,224959,,,,,,,,,
46.58,217008,225141,,,,,,,,,
46.6,217182,225099,,,,,,,,,
46.62,217135,225204,,,,,,,,,
46.64,217104,225396,,,,,,,,,
46.66,217278,225323,,,,,,,,,
46.68,217186,225477,,,,,,,,,
46.7,217180,225619,,,,,,,,,
46.72,217358,225627,,,,,,,,,
46.74,217253,225693,,,,,,,,,
46.76,217315,225818,,,,,,,,,
46.78,217395,225888,,,,,,,,,
46.8,217319,225909,,,,,,,,,
46.82,217392,226057,,,,,,,,,
46.84,217468,226118,,,,,,,,,
46.86,217399,226113,,,,,,,,,
46.88,217437,226263,,,,,,,,,
46.9,217506,226356,,,,,,,,,
46.92,217477,226373,,,,,,,,,
46.94,217487,226384,,,,,,,,,
46.96,217513,226208,,,,,,,,,
46.98,217350,225791,,,,,,,,,
47,217220,225452,,,,,,,,,
47.02,217140,225037,,,,,,,,,
47.04,216963,224688,,,,,,,,,
47.06,216799,224305,,,,,,,,,
47.08,216748,224093,,,,,,,,,
47.1,216664,223852,,,,,,,,,
47.12,216539,223631,,,,,,,,,
47.14,216510,223407,,,,,,,,,
47.16,216485,223254,,,,,,,,,
47.18,216367,223231,,,,,,,,,
47.2,216508,223210,,,,,,,,,
47.22,216408,223334,,,,,,,,,
47.24,216589,223336,,,,,,,,,
47.26,216423,223445,,,,,,,,,
47.28,216591,223408,,,,,,,,,
47.3,216464,223486,,,,,,,,,
47.32,216605,223444,,,,,,,,,
47.34,216501,223547,,,,,,,,,
47.36,216636,223558,,,,,,,,,
47.38,216556,223618,,,,,,,,,
47.4,216629,223727,,,,,,,,,
47.42,216589,223762,,,,,,,,,
47.44,216657,223853,,,,,,,,,
47.46,216755,223860,,,,,,,,,
47.48,216654,224104,,,,,,,,,
47.5,216861,224112,,,,,,,,,
47.52,216715,224179,,,,,,,,,
47.54,216816,224265,,,,,,,,,
47.56,216769,224315,,,,,,,,,
47.58,216828,224528,,,,,,,,,
47.6,217003,224480,,,,,,,,,
47.62,216787,224588,,,,,,,,,
47.64,216889,224595,,,,,,,,,
47.66,217065,224721,,,,,,,,,
47.68,216937,224821,,,,,,,,,
47.7,216958,225022,,,,,,,,,
47.72,217151,224953,,,,,,,,,
47.74,217062,225078,,,,,,,,,
47.76,217041,225291,,,,,,,,,
47.78,217238,225252,,,,,,,,,
47.8,217160,225343,,,,,,,,,
47.82,217132,225551,,,,,,,,,
47.84,217341,225477,,,,,,,,,
47.86,217233,225581,,,,,,,,,
47.88,217206,225774,,,,,,,,,
47.9,217386,225746,,,,,,,,,
47.92,217294,225830,,,,,,,,,
47.94,217319,225959,,,,,,,,,
47.96,217448,225969,,,,,,,,,
47.98,217391,226062,,,,,,,,,
48,217429,226231,,,,,,,,,
48.02,217524,226237,,,,,,,,,
48.04,217443,226098,,,,,,,,,
48.06,217359,225918,,,,,,,,,
48.08,217286,225536,,,,,,,,,
48.1,217147,225132,,,,,,,,,
48.12,216938,224699,,,,,,,,,
48.14,216868,224367,,,,,,,,,
48.16,216709,224073,,,,,,,,,
48.18,216613,223803,,,,,,,,,
48.2,216600,223568,,,,,,,,,
48.22,216478,223377,,,,,,,,,
48.24,216381,223153,,,,,,,,,
48.26,216414,222959,,,,,,,,,
48.28,216370,222953,,,,,,,,,
48.3,216410,222984,,,,,,,,,
48.32,216374,223152,,,,,,,,,
48.34,216442,223199,,,,,,,,,
48.36,216453,223255,,,,,,,,,
48.38,216499,223270,,,,,,,,,
48.4,216424,223316,,,,,,,,,
48.42,216513,223312,,,,,,,,,
48.44,216382,223413,,,,,,,,,
48.46,216544,223422,,,,,,,,,
48.48,216564,223461,,,,,,,,,
48.5,216543,223587,,,,,,,,,
48.52,216742,223698,,,,,,,,,
48.54,216601,223795,,,,,,,,,
48.56,216721,223847,,,,,,,,,
48.58,216646,223897,,,,,,,,,
48.6,216737,224015,,,,,,,,,
48.62,216745,224047,,,,,,,,,
48.64,216739,224247,,,,,,,,,
48.66,216897,224237,,,,,,,,,
48.68,216761,224358,,,,,,,,,
48.7,216810,224410,,,,,,,,,
48.72,216988,224505,,,,,,,,,
48.74,216869,224603,,,,,,,,,
48.76,216889,224766,,,,,,,,,
48.78,217063,224762,,,,,,,,,
48.8,216968,224839,,,,,,,,,
48.82,216964,225039,,,,,,,,,
48.84,217167,224985,,,,,,,,,
48.86,217070,225122,,,,,,,,,
48.88,217095,225272,,,,,,,,,
48.9,217252,225259,,,,,,,,,
48.92,217209,225382,,,,,,,,,
48.94,217199,225511,,,,,,,,,
48.96,217293,225557,,,,,,,,,
48.98,217243,225585,,,,,,,,,
49,217282,225731,,,,,,,,,
49.02,217354,225800,,,,,,,,,
49.04,217281,225849,,,,,,,,,
49.06,217374,226020,,,,,,,,,
49.08,217433,226059,,,,,,,,,
49.1,217391,225982,,,,,,,,,
49.12,217360,225875,,,,,,,,,
49.14,217331,225513,,,,,,,,,
49.16,217120,225098,,,,,,,,,
49.18,217009,224769,,,,,,,,,
49.2,216907,224377,,,,,,,,,
49.22,216707,223991,,,,,,,,,
49.24,216634,223781,,,,,,,,,
49.26,216623,223613,,,,,,,,,
49.28,216465,223341,,,,,,,,,
49.3,216445,223226,,,,,,,,,
49.32,216447,223111,,,,,,,,,
49.34,216298,223079,,,,,,,,,
49.36,216398,223136,,,,,,,,,
49.38,216354,223228,,,,,,,,,
49.4,216469,223282,,,,,,,,,
49.42,216412,223316,,,,,,,,,
49.44,216485,223306,,,,,,,,,
49.46,216466,223350,,,,,,,,,
49.48,216504,223379,,,,,,,,,
49.5,216416,223436,,,,,,,,,
49.52,216525,223471,,,,,,,,,
49.54,216568,223489,,,,,,,,,
49.56,216541,223743,,,,,,,,,
49.58,216723,223704,,,,,,,,,
49.6,216594,223794,,,,,,,,,
49.62,216683,223823,,,,,,,,,
49.64,216632,223960,,,,,,,,,
49.66,216703,224019,,,,,,,,,
49.68,216738,224127,,,,,,,,,
49.7,216698,224227,,,,,,,,,
49.72,216839,224252,,,,,,,,,
49.74,216765,224368,,,,,,,,,
49.76,216810,224545,,,,,,,,,
49.78,216964,224478,,,,,,,,,
49.8,216879,224588,,,,,,,,,
49.82,216857,224772,,,,,,,,,
49.84,217050,224758,,,,,,,,,
49.86,216975,224816,,,,,,,,,
49.88,216985,224998,,,,,,,,,
49.9,217095,225050,,,,,,,,,
49.92,217019,225069,,,,,,,,,
49.94,217085,225252,,,,,,,,,
49.96,217206,225250,,,,,,,,,
49.98,217145,225359,,,,,,,,,
50,217167,225486,,,,,,,,,
50.02,217270,225554,,,,,,,,,
50.04,217179,225564,,,,,,,,,
50.06,217206,225709,,,,,,,,,
50.08,217301,225816,,,,,,,,,
50.1,217281,225848,,,,,,,,,
50.12,217270,225945,,,,,,,,,
50.14,217401,225914,,,,,,,,,
50.16,217261,225655,,,,,,,,,
50.18,217161,225308,,,,,,,,,
50.2,217047,224890,,,,,,,,,
50.22,216874,224481,,,,,,,,,
50.24,216688,224032,,,,,,,,,
50.26,216638,223771,,,,,,,,,
50.28,216526,223542,,,,,,,,,
50.3,216380,223278,,,,,,,,,
50.32,216379,223071,,,,,,,,,
50.34,216294,222908,,,,,,,,,
50.36,216137,222858,,,,,,,,,
50.38,216354,222761,,,,,,,,,
50.4,216133,222890,,,,,,,,,
50.42,216432,222909,,,,,,,,,
50.44,216209,223033,,,,,,,,,
50.46,216439,222986,,,,,,,,,
50.48,216232,223092,,,,,,,,,
50.5,216446,223027,,,,,,,,,
50.52,216203,223115,,,,,,,,,
50.54,216456,223079,,,,,,,,,
50.56,216332,223132,,,,,,,,,
50.58,216412,223153,,,,,,,,,
50.6,216373,223308,,,,,,,,,
50.62,216441,223362,,,,,,,,,
50.64,216458,223432,,,,,,,,,
50.66,216446,223460,,,,,,,,,
50.68,216634,223601,,,,,,,,,
50.7,216487,223731,,,,,,,,,
50.72,216641,223684,,,,,,,,,
50.74,216537,223849,,,,,,,,,
50.76,216581,223918,,,,,,,,,
50.78,216751,223993,,,,,,,,,
50.8,216572,224086,,,,,,,,,
50.82,216630,224100,,,,,,,,,
50.84,216814,224199,,,,,,,,,
50.86,216688,224311,,,,,,,,,
50.88,216726,224498,,,,,,,,,
50.9,216914,224466,,,,,,,,,
50.92,216696,224580,,,,,,,,,
50.94,216814,224630,,,,,,,,,
50.96,216972,224732,,,,,,,,,
50.98,216861,224828,,,,,,,,,
51,216887,225004,,,,,,,,,
51.02,217074,224931,,,,,,,,,
51.04,216986,225087,,,,,,,,,
51.06,216963,225204,,,,,,,,,
51.08,217130,225211,,,,,,,,,
51.1,217050,225269,,,,,,,,,
51.12,217043,225479,,,,,,,,,
51.14,217211,225372,,,,,,,,,
51.16,217123,225518,,,,,,,,,
51.18,217153,225656,,,,,,,,,
51.2,217246,225648,,,,,,,,,
51.22,217141,225433,,,,,,,,,
51.24,217064,225151,,,,,,,,,
51.26,216955,224716,,,,,,,,,
51.28,216752,224231,,,,,,,,,
51.3,216601,223857,,,,,,,,,
51.32,216512,223503,,,,,,,,,
51.34,216363,223216,,,,,,,,,
51.36,216196,222898,,,,,,,,,
51.38,216192,222699,,,,,,,,,
51.4,216076,222482,,,,,,,,,
51.42,215980,222287,,,,,,,,,
51.44,216003,222140,,,,,,,,,
51.46,215974,222118,,,,,,,,,
51.48,216015,222208,,,,,,,,,
51.5,215941,222295,,,,,,,,,
51.52,216069,222335,,,,,,,,,
51.54,216055,222386,,,,,,,,,
51.56,216090,222407,,,,,,,,,
51.58,216070,222477,,,,,,,,,
51.6,216111,222485,,,,,,,,,
51.62,216010,222595,,,,,,,,,
51.64,216143,222644,,,,,,,,,
51.66,216147,222681,,,,,,,,,
51.68,216149,222810,,,,,,,,,
51.7,216329,222890,,,,,,,,,
51.72,216173,222995,,,,,,,,,
51.74,216327,223033,,,,,,,,,
51.76,216248,223096,,,,,,,,,
51.78,216337,223236,,,,,,,,,
51.8,216326,223258,,,,,,,,,
51.82,216326,223466,,,,,,,,,
51.84,216509,223436,,,,,,,,,
51.86,216345,223569,,,,,,,,,
51.88,216421,223604,,,,,,,,,
51.9,216514,223722,,,,,,,,,
51.92,216404,223814,,,,,,,,,
51.94,216509,223828,,,,,,,,,
51.96,216693,223979,,,,,,,,,
51.98,216541,224094,,,,,,,,,
52,216604,224302,,,,,,,,,
52.02,216787,224265,,,,,,,,,
52.04,216668,224388,,,,,,,,,
52.06,216705,224566,,,,,,,,,
52.08,216885,224551,,,,,,,,,
52.1,216728,224673,,,,,,,,,
52.12,216783,224849,,,,,,,,,
52.14,216993,224768,,,,,,,,,
52.16,216862,224909,,,,,,,,,
52.18,216886,225052,,,,,,,,,
52.2,217041,225079,,,,,,,,,
52.22,216960,225171,,,,,,,,,
52.24,216970,225332,,,,,,,,,
52.26,217120,225323,,,,,,,,,
52.28,217014,225425,,,,,,,,,
52.3,217073,225394,,,,,,,,,
52.32,217103,225142,,,,,,,,,
52.34,216868,224662,,,,,,,,,
52.36,216733,224258,,,,,,,,,
52.38,216607,223840,,,,,,,,,
52.4,216400,223423,,,,,,,,,
52.42,216247,223085,,,,,,,,,
52.44,216206,222856,,,,,,,,,
52.46,216115,222606,,,,,,,,,
52.48,215971,222383,,,,,,,,,
52.5,215984,222178,,,,,,,,,
52.52,215848,222073,,,,,,,,,
52.54,215895,222017,,,,,,,,,
52.56,215867,222088,,,,,,,,,
52.58,215935,222163,,,,,,,,,
52.6,215939,222239,,,,,,,,,
52.62,215996,222298,,,,,,,,,
52.64,215993,222311,,,,,,,,,
52.66,216016,222333,,,,,,,,,
52.68,216019,222392,,,,,,,,,
52.7,216021,222422,,,,,,,,,
52.72,216070,222450,,,,,,,,,
52.74,216022,222682,,,,,,,,,
52.76,216226,222660,,,,,,,,,
52.78,216089,222757,,,,,,,,,
52.8,216214,222811,,,,,,,,,
52.82,216156,222895,,,,,,,,,
52.84,216238,222985,,,,,,,,,
52.86,216220,223034,,,,,,,,,
52.88,216232,223223,,,,,,,,,
52.9,216398,223206,,,,,,,,,
52.92,216257,223321,,,,,,,,,
52.94,216326,223375,,,,,,,,,
52.96,216438,223476,,,,,,,,,
52.98,216323,223529,,,,,,,,,
53,216424,223654,,,,,,,,,
53.02,216434,223741,,,,,,,,,
53.04,216433,223817,,,,,,,,,
53.06,216518,223916,,,,,,,,,
53.08,216533,224003,,,,,,,,,
53.1,216479,224044,,,,,,,,,
53.12,216623,224184,,,,,,,,,
53.14,216617,224280,,,,,,,,,
53.16,216601,224362,,,,,,,,,
53.18,216694,224450,,,,,,,,,
53.2,216709,224535,,,,,,,,,
53.22,216696,224571,,,,,,,,,
53.24,216805,224695,,,,,,,,,
53.26,216791,224798,,,,,,,,,
53.28,216791,224880,,,,,,,,,
53.3,216860,224959,,,,,,,,,
53.32,216912,225041,,,,,,,,,
53.34,216846,225090,,,,,,,,,
53.36,216879,224903,,,,,,,,,
53.38,216900,224601,,,,,,,,,
53.4,216536,224207,,,,,,,,,
53.42,216476,223680,,,,,,,,,
53.44,216478,223344,,,,,,,,,
53.46,216138,223047,,,,,,,,,
53.48,216100,222756,,,,,,,,,
53.5,216192,222511,,,,,,,,,
53.52,215961,222290,,,,,,,,,
53.54,215856,222213,,,,,,,,,
53.56,215961,221940,,,,,,,,,
53.58,215817,221933,,,,,,,,,
53.6,215850,221985,,,,,,,,,
53.62,215818,222140,,,,,,,,,
53.64,215933,222191,,,,,,,,,
53.66,215940,222245,,,,,,,,,
53.68,215975,222263,,,,,,,,,
53.7,215910,222300,,,,,,,,,
53.72,215988,222279,,,,,,,,,
53.74,215928,222331,,,,,,,,,
53.76,216014,222437,,,,,,,,,
53.78,215951,222496,,,,,,,,,
53.8,216052,222583,,,,,,,,,
53.82,216089,222624,,,,,,,,,
53.84,216074,222882,,,,,,,,,
53.86,216261,222851,,,,,,,,,
53.88,216138,222933,,,,,,,,,
53.9,216246,222970,,,,,,,,,
53.92,216172,223107,,,,,,,,,
53.94,216230,223154,,,,,,,,,
53.96,216313,223277,,,,,,,,,
53.98,216244,223316,,,,,,,,,
54,216340,223426,,,,,,,,,
54.02,216348,223434,,,,,,,,,
54.04,216411,223624,,,,,,,,,
54.06,216484,223616,,,,,,,,,
54.08,216412,223744,,,,,,,,,
54.1,216471,223904,,,,,,,,,
54.12,216586,223959,,,,,,,,,
54.14,216558,224008,,,,,,,,,
54.16,216604,224155,,,,,,,,,
54.18,216657,224263,,,,,,,,,
54.2,216621,224264,,,,,,,,,
54.22,216671,224414,,,,,,,,,
54.24,216738,224494,,,,,,,,,
54.26,216717,224570,,,,,,,,,
54.28,216698,224633,,,,,,,,,
54.3,216792,224744,,,,,,,,,
54.32,216796,224867,,,,,,,,,
54.34,216775,224961,,,,,,,,,
54.36,216861,224993,,,,,,,,,
54.38,216919,225071,,,,,,,,,
54.4,216821,225023,,,,,,,,,
54.42,216819,224673,,,,,,,,,
54.44,216778,224293,,,,,,,,,
54.46,216416,223855,,,,,,,,,
54.48,216325,223397,,,,,,,,,
54.5,216341,222953,,,,,,,,,
54.52,216095,222664,,,,,,,,,
54.54,215965,222484,,,,,,,,,
54.56,216018,222076,,,,,,,,,
54.58,215831,221907,,,,,,,,,
54.6,215734,221821,,,,,,,,,
54.62,215841,221607,,,,,,,,,
54.64,215581,221649,,,,,,,,,
54.66,215824,221633,,,,,,,,,
54.68,215605,221799,,,,,,,,,
54.7,215919,221797,,,,,,,,,
54.72,215655,221938,,,,,,,,,
54.74,215947,221849,,,,,,,,,
54.76,215678,221988,,,,,,,,,
54.78,215967,221909,,,,,,,,,
54.8,215738,222006,,,,,,,,,
54.82,215929,222029,,,,,,,,,
54.84,215811,222062,,,,,,,,,
54.86,215897,222210,,,,,,,,,
54.88,215836,222269,,,,,,,,,
54.9,215954,222361,,,,,,,,,
54.92,215973,222443,,,,,,,,,
54.94,215989,222516,,,,,,,,,
54.96,216160,222613,,,,,,,,,
54.98,215987,222629,,,,,,,,,
55,216103,222776,,,,,,,,,
55.02,216124,222797,,,,,,,,,
55.04,216092,223006,,,,,,,,,
55.06,216273,223014,,,,,,,,,
55.08,216177,223122,,,,,,,,,
55.1,216188,223289,,,,,,,,,
55.12,216375,223232,,,,,,,,,
55.14,216250,223374,,,,,,,,,
55.16,216280,223576,,,,,,,,,
55.18,216459,223502,,,,,,,,,
55.2,216377,223643,,,,,,,,,
55.22,216384,223864,,,,,,,,,
55.24,216581,223801,,,,,,,,,
55.26,216451,223908,,,,,,,,,
55.28,216483,224033,,,,,,,,,
55.3,216660,224076,,,,,,,,,
55.32,216500,224180,,,,,,,,,
55.34,216569,224208,,,,,,,,,
55.36,216681,224351,,,,,,,,,
55.38,216582,224487,,,,,,,,,
55.4,216704,224549,,,,,,,,,
55.42,216755,224602,,,,,,,,,
55.44,216655,224578,,,,,,,,,
55.46,216673,224308,,,,,,,,,
55.48,216534,223906,,,,,,,,,
55.5,216288,223391,,,,,,,,,
55.52,216222,222984,,,,,,,,,
55.54,216061,222604,,,,,,,,,
55.56,215878,222259,,,,,,,,,
55.58,215877,222027,,,,,,,,,
55.6,215762,221751,,,,,,,,,
55.62,215687,221572,,,,,,,,,
55.64,215675,221345,,,,,,,,,
55.66,215534,221267,,,,,,,,,
55.68,215565,221248,,,,,,,,,
55.7,215483,221315,,,,,,,,,
55.72,215620,221377,,,,,,,,,
55.74,215602,221510,,,,,,,,,
55.76,215685,221561,,,,,,,,,
55.78,215647,221588,,,,,,,,,
55.8,215717,221626,,,,,,,,,
55.82,215674,221700,,,,,,,,,
55.84,215738,221752,,,,,,,,,
55.86,215663,221839,,,,,,,,,
55.88,215786,221896,,,,,,,,,
55.9,215790,221974,,,,,,,,,
55.92,215815,222077,,,,,,,,,
55.94,215988,222185,,,,,,,,,
55.96,215850,222310,,,,,,,,,
55.98,216004,222356,,,,,,,,,
56,215871,222484,,,,,,,,,
56.02,215986,222560,,,,,,,,,
56.04,216063,222666,,,,,,,,,
56.06,216014,222744,,,,,,,,,
56.08,216142,222836,,,,,,,,,
56.1,216097,222922,,,,,,,,,
56.12,216116,223146,,,,,,,,,
56.14,216278,223080,,,,,,,,,
56.16,216207,223233,,,,,,,,,
56.18,216219,223453,,,,,,,,,
56.2,216428,223391,,,,,,,,,
56.22,216289,223551,,,,,,,,,
56.24,216327,223625,,,,,,,,,
56.26,216512,223721,,,,,,,,,
56.28,216385,223834,,,,,,,,,
56.3,216422,224025,,,,,,,,,
56.32,216604,223947,,,,,,,,,
56.34,216539,224090,,,,,,,,,
56.36,216506,224282,,,,,,,,,
56.38,216695,224277,,,,,,,,,
56.4,216616,224404,,,,,,,,,
56.42,216598,224600,,,,,,,,,
56.44,216814,224511,,,,,,,,,
56.46,216711,224476,,,,,,,,,
56.48,216608,224261,,,,,,,,,
56.5,216568,223796,,,,,,,,,
56.52,216299,223287,,,,,,,,,
56.54,216176,222969,,,,,,,,,
56.56,216102,222593,,,,,,,,,
56.58,215877,222233,,,,,,,,,
56.6,215849,222065,,,,,,,,,
56.62,215805,221857,,,,,,,,,
56.64,215648,221577,,,,,,,,,
56.66,215591,221482,,,,,,,,,
56.68,215598,221394,,,,,,,,,
56.7,215535,221418,,,,,,,,,
56.72,215629,221494,,,,,,,,,
56.74,215582,221606,,,,,,,,,
56.76,215672,221683,,,,,,,,,
56.78,215661,221688,,,,,,,,,
56.8,215709,221729,,,,,,,,,
56.82,215671,221749,,,,,,,,,
56.84,215739,221796,,,,,,,,,
56.86,215703,221924,,,,,,,,,
56.88,215787,221981,,,,,,,,,
56.9,215788,222043,,,,,,,,,
56.92,215793,222107,,,,,,,,,
56.94,215963,222164,,,,,,,,,
56.96,215826,222448,,,,,,,,,
56.98,216048,222421,,,,,,,,,
57,215881,222510,,,,,,,,,
57.02,216022,222622,,,,,,,,,
57.04,215991,222649,,,,,,,,,
57.06,215989,222881,,,,,,,,,
57.08,216192,222875,,,,,,,,,
57.1,216076,222969,,,,,,,,,
57.12,216112,223151,,,,,,,,,
57.14,216295,223110,,,,,,,,,
57.16,216215,223241,,,,,,,,,
57.18,216207,223431,,,,,,,,,
57.2,216378,223392,,,,,,,,,
57.22,216275,223528,,,,,,,,,
57.24,216298,223754,,,,,,,,,
57.26,216490,223682,,,,,,,,,
57.28,216383,223804,,,,,,,,,
57.3,216377,223880,,,,,,,,,
57.32,216589,223988,,,,,,,,,
57.34,216446,224085,,,,,,,,,
57.36,216519,224159,,,,,,,,,
57.38,216590,224262,,,,,,,,,
57.4,216476,224374,,,,,,,,,
57.42,216608,224308,,,,,,,,,
57.44,216559,224119,,,,,,,,,
57.46,216411,223768,,,,,,,,,
57.48,216311,223316,,,,,,,,,
57.5,216141,222928,,,,,,,,,
57.52,215966,222585,,,,,,,,,
57.54,215911,222283,,,,,,,,,
57.56,215810,222002,,,,,,,,,
57.58,215653,221778,,,,,,,,,
57.6,215675,221647,,,,,,,,,
57.62,215591,221471,,,,,,,,,
57.64,215447,221401,,,,,,,,,
57.66,215704,221429,,,,,,,,,
57.68,215449,221622,,,,,,,,,
57.7,215779,221603,,,,,,,,,
57.72,215539,221765,,,,,,,,,
57.74,215783,221695,,,,,,,,,
57.76,215574,221804,,,,,,,,,
57.78,215797,221748,,,,,,,,,
57.8,215569,221885,,,,,,,,,
57.82,215873,221846,,,,,,,,,
57.84,215680,221968,,,,,,,,,
57.86,215839,221970,,,,,,,,,
57.88,215733,222062,,,,,,,,,
57.9,215870,222074,,,,,,,,,
57.92,215795,222266,,,,,,,,,
57.94,215903,222337,,,,,,,,,
57.96,215915,222417,,,,,,,,,
57.98,215914,222646,,,,,,,,,
58,216098,222592,,,,,,,,,
58.02,215950,222691,,,,,,,,,
58.04,216062,222771,,,,,,,,,
58.06,216106,222829,,,,,,,,,
58.08,216056,223009,,,,,,,,,
58.1,216221,223031,,,,,,,,,
58.12,216102,223151,,,,,,,,,
58.14,216165,223211,,,,,,,,,
58.16,216318,223300,,,,,,,,,
58.18,216160,223423,,,,,,,,,
58.2,216269,223420,,,,,,,,,
58.22,216400,223568,,,,,,,,,
58.24,216302,223609,,,,,,,,,
58.26,216358,223760,,,,,,,,,
58.28,216414,223868,,,,,,,,,
58.3,216403,223937,,,,,,,,,
58.32,216496,224051,,,,,,,,,
58.34,216502,224102,,,,,,,,,
58.36,216494,224176,,,,,,,,,
58.38,216564,224015,,,,,,,,,
58.4,216394,223636,,,,,,,,,
58.42,216297,223262,,,,,,,,,
58.44,216165,222798,,,,,,,,,
58.46,215922,222356,,,,,,,,,
58.48,215762,222100,,,,,,,,,
58.5,215790,221744,,,,,,,,,
58.52,215589,221511,,,,,,,,,
58.54,215515,221346,,,,,,,,,
58.56,215549,221047,,,,,,,,,
58.58,215420,220928,,,,,,,,,
