time(second),IR,RED,,,,,,,,,
88.08,216117,223188,,,,,,,,,
88.1,216422,223101,,,,,,,,,
88.12,216174,223324,,,,,,,,,
88.14,216466,223299,,,,,,,,,
88.16,216234,223451,,,,,,,,,
88.18,216503,223388,,,,,,,,,
88.2,216271,223496,,,,,,,,,
88.22,216511,223448,,,,,,,,,
88.24,216269,223562,,,,,,,,,
88.26,216531,223520,,,,,,,,,
88.28,216390,223567,,,,,,,,,
88.3,216493,223631,,,,,,,,,
88.32,216431,223698,,,,,,,,,
88.34,216502,223800,,,,,,,,,
88.36,216452,223857,,,,,,,,,
88.38,216535,223941,,,,,,,,,
88.4,216639,223971,,,,,,,,,
88.42,216536,224182,,,,,,,,,
88.44,216720,224159,,,,,,,,,
88.46,216638,224305,,,,,,,,,
88.48,216656,224392,,,,,,,,,
88.5,216827,224446,,,,,,,,,
88.52,216670,224527,,,,,,,,,
88.54,216739,224554,,,,,,,,,
88.56,216872,224694,,,,,,,,,
88.58,216676,224797,,,,,,,,,
88.6,216795,224851,,,,,,,,,
88.62,216981,224917,,,,,,,,,
88.64,216901,225034,,,,,,,,,
88.66,216890,225234,,,,,,,,,
88.68,217086,225161,,,,,,,,,
88.7,217000,225289,,,,,,,,,
88.72,216986,225494,,,,,,,,,
88.74,217182,225444,,,,,,,,,
88.76,217088,225563,,,,,,,,,
88.78,217062,225714,,,,,,,,,
88.8,217234,225723,,,,,,,,,
88.82,217196,225759,,,,,,,,,
88.84,217188,225915,,,,,,,,,
88.86,217308,225971,,,,,,,,,
88.88,217260,226017,,,,,,,,,
88.9,217286,226157,,,,,,,,,
88.92,217405,226190,,,,,,,,,
88.94,217352,226191,,,,,,,,,
88.96,217341,226167,,,,,,,,,
88.98,217313,225933,,,,,,,,,
89,217137,225561,,,,,,,,,
89.02,216952,225094,,,,,,,,,
89.04,216905,224799,,,,,,,,,
89.06,216751,224487,,,,,,,,,
89.08,216625,224160,,,,,,,,,
89.1,216600,223944,,,,,,,,,
89.12,216540,223743,,,,,,,,,
89.14,216424,223561,,,,,,,,,
89.16,216393,223339,,,,,,,,,
89.18,216469,223284,,,,,,,,,
89.2,216290,223319,,,,,,,,,
89.22,216357,223345,,,,,,,,,
89.24,216547,223449,,,,,,,,,
89.26,216390,223522,,,,,,,,,
89.28,216442,223648,,,,,,,,,
89.3,216595,223555,,,,,,,,,
89.32,216399,223593,,,,,,,,,
89.34,216465,223729,,,,,,,,,
89.36,216627,223619,,,,,,,,,
89.38,216506,223692,,,,,,,,,
89.4,216511,223873,,,,,,,,,
89.42,216690,223755,,,,,,,,,
89.44,216564,223888,,,,,,,,,
89.46,216561,224065,,,,,,,,,
89.48,216735,224043,,,,,,,,,
89.5,216666,224128,,,,,,,,,
89.52,216705,224265,,,,,,,,,
89.54,216796,224315,,,,,,,,,
89.56,216747,224289,,,,,,,,,
89.58,216760,224431,,,,,,,,,
89.6,216826,224515,,,,,,,,,
89.62,216778,224547,,,,,,,,,
89.64,216820,224672,,,,,,,,,
89.66,216890,224784,,,,,,,,,
89.68,216849,224818,,,,,,,,,
89.7,216868,224898,,,,,,,,,
89.72,216944,224984,,,,,,,,,
89.74,216924,225105,,,,,,,,,
89.76,216953,225155,,,,,,,,,
89.78,217035,225244,,,,,,,,,
89.8,217006,225354,,,,,,,,,
89.82,217027,225460,,,,,,,,,
89.84,217106,225528,,,,,,,,,
89.86,217189,225600,,,,,,,,,
89.88,217093,225708,,,,,,,,,
89.9,217186,225695,,,,,,,,,
89.92,217320,225824,,,,,,,,,
89.94,217166,225921,,,,,,,,,
89.96,217250,226106,,,,,,,,,
89.98,217426,226062,,,,,,,,,
90,217332,226154,,,,,,,,,
